clique,version,title,performer,id
2504,8,Everything I Have Is Yours,Everett Greene,P_624675
2504,9,Everything I Have Is Yours,Rossana Casale,P_289780
2504,10,Everything I Have Is Yours,Michel Legrand & His Orchestra,P_289793
2504,11,Everything I Have Is Yours,Carmen Cavallaro,P_512806
2504,12,Everything I Have Is Yours,Bunky Green,P_571041
2505,0,Anarchy in the UK,The Ukulele Orchestra of Great Britain,P_140498
2506,0,"Home, Sweet Home",Haydn Quartet,P_461449
2506,1,"Home, Sweet Home",Harry Macdonough,P_461447
2506,2,Home Sweet Home,Corinne Morgan,P_461598
2506,3,Home Sweet Home,Lillian Blauvelt,P_461453
2506,4,Home Sweet Home,Alma Gluck,P_461486
2506,5,"Home, Sweet Home",Elsie Baker,P_461485
2506,6,Home Sweet Home,Marcella Sembrich,P_461619
2506,7,"Home, Sweet Home",Evelyn Griffiths and Master Charles Hawtrey,P_588849
2506,8,Home Sweet Home,Bing Crosby with Orchestra and Choir Under Direction of Victor Young,P_461516
2506,9,Home Sweet Home,"Don Reno, Red Smiley and The Tennessee Cutups",P_462105
2506,10,Home Sweet Home,Charles P. Lowe,P_461513
2506,11,Home Sweet Home,August P. Stengler,P_461511
2506,12,Home Sweet Home,Samuel Siegel,P_461510
2507,0,Take Me Out to the Ball Game,Harvey Hindermeyer,P_190599
2507,1,Take Me Out to the Ball Game,Haydn Quartet,P_190598
2507,2,Take Me Out to the Ball Game,Edward Meeker,P_328552
2507,3,Take Me Out to the Ball Game,Hoosier Hot Shots,P_190707
2507,4,Take Me Out to the Ball Game,Frankie Masters and His Orchestra,P_278730
2507,5,Take Me Out to the Ball Game,The Andrews Sisters & Dan Dailey with Vic Schoen and His Orchestra,P_190715
2507,6,Take Me Out to the Ball Game,Tony Martin with Hugo Winterhalter's Orchestra and Chorus,P_190704
2507,7,Take Me Out to the Ball Game,Steve Goodman,P_190770
2507,8,Take Me Out to the Ball Game,Frank Zappa,P_190786
2507,9,Take Me Out to the Ballgame,Carly Simon,P_690192
2507,10,Take Me Out to the Ball Game,André Previn & Russ Freeman,P_190720
2507,11,Take Me Out to the Ball Game,Sweet Emma Barrett,P_420743
2507,12,Take Me Out to the Ball Game,Lou Bennett featuring King Curtis,P_690195
2508,0,Summer Breeze,Seals and Crofts,P_55068
2508,1,Summer Breeze,Ray Conniff and The Singers,P_419621
2508,2,Summer Breeze,The Brady Bunch,P_416693
2508,3,Summer Breeze,The Isley Brothers,P_55077
2508,4,Summer Breeze,Johnny Mathis,P_152609
2508,5,Summer Breeze,The Main Ingredient,P_133981
2508,6,Summer Breeze,Nicki Richards,P_134765
2508,7,Summer Breeze,Type O Negative,P_76717
2508,8,Summer Breeze,Wayman Tisdale,P_134262
2508,9,Summer Breeze,Aladdin 5,P_134053
2508,10,Summer Breeze,Gabor Szabo,P_134767
2508,11,Summer Breeze,Charles Kynard,P_134711
2508,12,Summer Breeze,Percy Faith,P_134764
2509,0,Play with Fire,Clefs of Lavender Hill,P_350305
2509,1,Play with Fire,Twice as Much,P_63890
2509,2,Play with Fire,John Fred and His Playboys,P_394026
2509,3,Play with Fire,The Pupils,P_37182
2509,4,Play with Fire,The Beau Brummels,P_105424
2509,5,Play with Fire,Ruth Copeland,P_166788
2509,6,Play with Fire,Dana Valery,P_398263
2509,7,Play with Fire,Rainbow Red Oxidizer,P_674159
2509,8,Play with Fire,Little Bob Story,P_121348
2509,9,Play with Fire,feedtime,P_262215
2509,10,Play with Fire,The Andrew Loog Oldham Orchestra,P_40400
2509,11,Play with Fire,Joe Pass,P_129086
2509,12,Play with Fire,Vitamin String Quartet,P_38096
2510,0,Circle of Life,Carmen Twillie,P_267873
2510,1,Circle of Life,The Bear Necessities,P_625034
2510,2,The Circle of Life,The King's Singers,P_356966
2510,3,Circle of Life,Barbara Hendricks,P_455679
2510,4,Circle of Life,Mickey B.,P_528776
2510,5,Circle of Life,Ronan Keating,P_251900
2510,6,Circle of Life,Jonathan Young,P_461419
2510,7,Circle of Life,PelleK,P_613025
2510,8,Circle of Life,Collabro,P_514257
2510,9,Circle of Life,Jared Halley,P_599729
2510,10,Circle of Life,Rupert Parker,P_684564
2510,11,Circle of Life,Acker Bilk,P_362055
2510,12,Circle of Life,Luis Marcel Powell,P_545615
2511,0,Isle of Capri,Lew Stone and His Band,P_271210
2511,1,Isle of Capri,Xavier Cugat and His Waldorf-Astoria Orchestra,P_520115
2511,2,Isle of Capri,Gracie Fields,P_271456
2511,3,Isle of Capri,"Al Bowlly - Monia Liter, Piano",P_674860
2511,4,Isle of Capri,Ray Noble and His Orchestra,P_271214
2511,5,Isle of Capri,Wingy Manone and His Orchestra,P_271462
2511,6,Isle of Capri,The Gaylords,P_271219
2511,7,Isle of Capri,Frank Sinatra,P_271454
2511,8,Isle of Capri,Rosemary Clooney and Bing Crosby,P_271299
2511,9,Isle of Capri,The Hi-Lo's,P_488196
2511,10,Isle of Capri,Jackie Lee and His Orchestra,P_271221
2511,11,Isle of Capri,The Dave Pell Octet,P_568106
2511,12,Isle of Capri,Danny Welton,P_588670
2512,0,Immigrant Song,Great White,P_39871
2512,1,Immigrant Song,Dread Zeppelin,P_25548
2512,2,Immigrant Song,Infectious Grooves,P_6465
2512,3,Immigrant Song,Anno Daemonicus,P_730659
2512,4,Immigrant Song,Nirvana [US],P_75903
2512,5,Immigrant Song,Demons & Wizards,P_179667
2512,6,Immigrant Song,Stryper,P_163431
2512,7,The Immigrant Song,Trent Reznor / Atticus Ross,P_189931
2512,8,The Immigrant Song,PelleK,P_613023
2512,9,Immigrant Song,Electric Eye,P_426332
2512,10,Immigrant Song,Stereofeed,P_335862
2512,11,Immigrant Song,Adagio,P_149688
2512,12,Immigrant Song,The West 52nd Street Buddha Lounge Ensemble,P_717213
2513,0,Every Little Thing She Does Is Magic,The Police,P_11051
2513,1,Every Little Thing (He) Does Is Magic,Shawn Colvin,P_17446
2513,2,Every Little Thing She Does Is Magic,Chaka Demus & Pliers,P_56256
2513,3,Every Little Thing She Does Is Magic,Flying Pickets,P_98819
2513,4,Every Little Thing She Does Is Magic,The Nylons,P_559063
2513,5,Every Little Thing She Does Is Magic,Lee Ritenour featuring Michael McDonald,P_497395
2513,6,Every Little Thing She Does Is Magic,Emmerson Nogueira,P_34540
2513,7,Every Little Thing She Does Is Magic,Rock4,P_335282
2513,8,Every Little Thing She Does Is Magic,Anadivine,P_35967
2513,9,Every Little Thing She Does Is Magic,Ra,P_52650
2513,10,Every Little Thing She Does Is Magic,The Shadows,P_481343
2513,11,Every Little Thing She Does Is Magic,"Christof Lauer, Jens Thomas",P_779530
2513,12,Every Little Thing She Does Is Magic,Ralf Gauck ‎,P_785194
2514,0,Prisoner of Love,Russ Columbo,P_53040
2514,1,Prisoner of Love,Carroll Gibbons and The Savoy Hotel Orpheans,P_320406
2514,2,Prisoner of Love,Mildred Bailey and Her Oxford Greys,P_167153
2514,3,Prisoner of Love,Billy Eckstine and His Orchestra,P_53042
2514,4,Prisoner of Love,Bing Crosby,P_420362
2514,5,Prisoner of Love,The Platters,P_164393
2514,6,Prisoner of Love,Santo & Johnny,P_522650
2514,7,Prisoner of Love,Keely Smith,P_53049
2514,8,Prisoner of Love,Etta James,P_262800
2514,9,Prisoner of Love,James Brown & The Famous Flames,P_53050
2514,10,Prisoner of Love,The Lester Young - Teddy Wilson Quartet,P_357919
2514,11,Prisoner of Love,Coleman Hawkins & Ben Webster,P_673224
2514,12,Prisoner of Love,Roger Williams,P_286528
2515,0,Samba do Avião,Tom Jobim & Os Cariocas,P_270257
2515,1,Samba do Avião,Elza Laranjeira,P_180878
2515,2,Samba do Avião,Leny Andrade,P_752502
2515,3,Samba do Avião,Antônio Carlos Jobim,P_64627
2515,4,Jet Samba (Samba do Âviao),Eliane Elias,P_426805
2515,5,Song of the Jet,Salena Jones with The Jobim's,P_641827
2515,6,Samba do Avião,Gal Costa,P_419741
2515,7,Samba do Avião,Cris Delanno,P_64661
2515,8,Samba do Avião,Morelenbaum² / Sakamoto,P_454150
2515,9,Samba do Avião,Maúcha Adnet,P_454418
2515,10,Avion (Song of the Jet),Paul Winter with Roberto Menescal,P_753203
2515,11,Samba do Avião,Raulzinho,P_770946
2515,12,Samba do Avião,Bud Shank,P_678631
2516,0,Carolina in the Morning,Marion Harris,P_88510
2516,1,Carolina in the Morning,Paul Whiteman & His Orchestra,P_88509
2516,2,Carolina in the Morning,American Quartet,P_649791
2516,3,Carolina in the Morning,Van and Schenck,P_88511
2516,4,Carolina in the Morning,Ernest Hare,P_649809
2516,5,Carolina in the Morning,Woody Herman and His Orchestra,P_649820
2516,6,Carolina in the Morning,Al Jolson with Orchestra Directed by Morris Stoloff,P_88513
2516,7,Carolina in the Morning,Tony Martin with Earle Hagan and his Orchestra,P_649827
2516,8,Carolina in the Morning,Bill Haley and His Comets,P_285096
2516,9,Carolina in the Morning,Mitch Miller and the Gang,P_344325
2516,10,Carolina in the Morning,Bailey's Lucky Seven,P_649782
2516,11,Carolina in the Morning,Red Nichols & His Five Pennies,P_88512
2516,12,Carolina in the Morning,Brad Gowans and His New York Nine,P_212410
2517,0,"Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl)",Sam Lanin and His Orchestra,P_314487
2517,1,"Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl)",Gene Austin,P_314494
2517,2,"Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl)",Art Landry and His Orchestra,P_339897
2517,3,"Five Foot Two, Eyes of Blue",Esther Walker,P_453464
2517,4,"Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl?)",Hugh and Shug's Radio Pals,P_623542
2517,5,"Five Foot Two, Eyes of Blue",Louis Prima and His Orchestra,P_708516
2517,6,"Five Foot Two, Eyes of Blue",Bob Scobey,P_258340
2517,7,"Five Foot Two, Eyes of Blue",Freddy Cannon,P_433198
2517,8,Five Foot Two,Lloyd Price and His Great Orchestra,P_409114
2517,9,"Five Foot Two, Eyes of Blue",Shane Fenton and The Fentones,P_377343
2517,10,"Five Foot, Two, Eyes of Blue (Has Anybody Seen My Gal?)",Brother Bones and His Shadows,P_314507
2517,11,"Five Foot Two, Eyes of Blue",Billy May and His Orchestra,P_678592
2517,12,"Five Foot Two, Eyes of Blue","Joe ""Fingers"" Carr and Pee Wee Hunt",P_700134
2518,0,Chandelier,Sia,P_330884
2518,1,Chandelier,Kat Perkins,P_690984
2518,2,Chandelier,Scott Bradlee & Postmodern Jukebox ft. Puddles Pity Party,P_398691
2518,3,Chandelier,Julia Price + Ana Free,P_573052
2518,4,Chandelier,Madilyn Bailey,P_330886
2518,5,Chandelier,Jason Chen,P_518403
2518,6,Chandelier,PelleK,P_613002
2518,7,Chandelier,Sam Tsui,P_486184
2518,8,Chandelier,Ali Brustofski,P_594215
2518,9,Chandelier,Maneepat Molloy,P_709327
2518,10,Chandelier,Vitamin String Quartet,P_728250
2518,11,Chandelier Dubstep Violin Remix,VioDance,P_594119
2518,12,Chandelier,Eric Wuest,P_675879
2519,0,There's No You,Frank Sinatra - Orchestra conducted by Axel Stordahl,P_333460
2519,1,There's No You,Jo Stafford with Paul Weston and His Orchestra,P_333458
2519,2,There's No You,Tommy Dorsey and His Orchestra - Vocal refrain by Stuart Foster,P_333464
2519,3,There's No You,The Ravens,P_490350
2519,4,There's No You,June Christy,P_333466
2519,5,There's No You,Louis Armstrong and Oscar Peterson,P_766755
2519,6,There's No You,Betty Carter,P_607667
2519,7,There's No You,Johnny Mathis,P_634945
2519,8,There's No You,Sarah Vaughan,P_545764
2519,9,There's No You,Yvonne Baker,P_333461
2519,10,There's No You,Ray Charles,P_607658
2519,11,There's No You,Coleman Hawkins,P_608786
2519,12,There's No You,Gianni Basso,P_608422
2520,0,Jean,Rod McKuen,P_183395
2520,1,Jean (Main Theme),Bobby Goldsboro,P_240801
2520,2,Jean,Ray Conniff and The Singers,P_269647
2520,3,Jean,Al Martino,P_183396
2520,4,Jean,Matt Monro,P_485571
2520,5,Jean,Robert Goulet,P_434296
2520,6,Jean,Rock Hudson with The Stanyan Strings,P_387461
2520,7,Jean,Jamie Redfern,P_446095
2520,8,Jean,Corben Simpson,P_430812
2520,9,Jean,Boris Gardiner,P_299351
2520,10,Jean,The Exotic Guitars,P_319212
2520,11,Jean,Hugo Winterhalter,P_277719
2520,12,Jean,Henry Mancini and His Orchestra,P_770524
2521,0,The Ballad of Casey Jones,Billy Murray,P_781972
2521,1,Casey Jones,Fiddlin' John Carson,P_788562
2521,2,Casey Jones,Gid Tanner and His Skillet-Lickers with Riley Puckett and Clayton McMichen,P_787094
2521,3,Kassie Jones,Furry Lewis,P_16115
2521,4,The Ballad of Casey Jones,Wilmer Watts and The Lonely Eagles,P_790160
2521,5,Casey Jones,Blanche Calloway and Her Joy Boys,P_788548
2521,6,The Ballad of Casey Jones,The Dixie-Aires,P_782177
2521,7,Casey Jones (The Union Scab),Harry McClintock,P_787192
2521,8,Casey Jones,Joe Glazer,P_785116
2521,9,Ghost of Casey Jones,Rod Morris,P_788552
2521,10,Ballad of Casey Jones,J. Lawrence Cook,P_788012
2521,11,Casey Jones,The Imperial Band,P_788591
2521,12,Casey Jones,Barrel Fingers Barry,P_785134
2522,0,By the Light of the Silvery Moon,Billy Murray and Haydn Qartet with Orchestra,P_43012
2522,1,By the Light of the Silvery Moon,Ada Jones,P_190529
2522,2,By the Light of the Silv'ry Moon,Ray Noble and His Orchestra,P_647797
2522,3,By the Light of the Silvery Moon,Etta James,P_328436
2522,4,By the Light of the Silvery Moon,Jackie Wilson,P_361450
2522,5,By the Light of the Silvery Moon,Bonnie Guitar,P_140886
2522,6,By the Light of the Silvery Moon,Little Richard,P_91280
2522,7,By the Light of the Silvery Moon,Teresa Brewer,P_587305
2522,8,By the Light of the Silvery Moon,Guy Lombardo and his Royal Canadians,P_752802
2522,9,By the Light of the Silvery Moon,Julie Andrews,P_556481
2522,10,By the Light of the Silvery Moon,Les Paul,P_86972
2522,11,By the Light of the Silvery Moon,Jackie Lee and His Orchestra,P_271222
2522,12,By the Light of the Silvery Moon,The Golden Stars de Johnny Hallyday,P_739330
2523,0,Riders on the Storm,The Doors,P_2454
2523,1,Riders on the Storm,Annabel Lamb,P_26334
2523,2,Riders on the Storm,Leputation of the Slaves,P_447058
2523,3,Riders on the Storm,Innocence [GB],P_524380
2523,4,Riders on the Storm,Engerling,P_499907
2523,5,Riders on the Storm,The Lounge-O-Leers,P_478353
2523,6,Riders on the Storm,Ex-Voto,P_214036
2523,7,Riders on the Storm,Creed,P_2455
2523,8,Riders on the Storm,Señor Coconut and His Orchestra,P_26335
2523,9,Riders on the Storm,Mônica Passos,P_334016
2523,10,Riders on the Storm,Kennedy - Jaz Coleman,P_213993
2523,11,Riders on the Storm,George Winston,P_26332
2523,12,Riders on the Storm,Vitamin String Quartet,P_38439
2524,0,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,P_4066
2524,1,Inner City Blues,James Last,P_604962
2524,2,Inner City Blues,Placebo [1],P_87392
2524,3,Inner City Blues (Makes Me Wanna Holler),Reuben Wilson,P_4089
2524,4,Inner City Blues (Makes Me Wanna Holler),Sarah Vaughan,P_258643
2524,5,Inner City Blues (Makes Me Wanna Holler),The Impressions,P_4076
2524,6,Inner City Blues (Makes Me Wanna Holler),The Chi-Lites,P_4070
2524,7,Inner City Blues (Makes Me Wanna Holler),Brian Auger's Oblivion Express,P_4067
2524,8,Inner City Blues (Makes Me Wanna Holler),Gil Scott-Heron,P_4083
2524,9,Inner City Blues,Sly Dunbar,P_348329
2524,10,Inner City Blues (Makes Me Wanna Holler),Grover Washington Jr.,P_4088
2524,11,Inner City Blues,Phillip Upchurch,P_4087
2524,12,Inner City Blues (Makes Me Wanna Holler),Maceo Parker,P_4080
2525,0,In the Air Tonight,Phil Collins,P_4158
2525,1,In the Air Tonight,Air Project,P_244666
2525,2,In the Air Tonight,The London Symphony Orchestra,P_200147
2525,3,In the Air Tonight,P.J. Proby,P_208466
2525,4,In the Air Tonight,godheadSilo,P_151354
2525,5,In the Air Tonight,Holly McNarland,P_157750
2525,6,In the Air Tonight,Gregorian,P_26030
2525,7,In the Air Tonite,Lil' Kim feat. Phil Collins,P_548959
2525,8,In the Air Tonight,Lostprophets,P_420477
2525,9,In the Air Tonight,Nonpoint,P_28733
2525,10,In the Air Tonight,The Royal Philharmonic Orchestra conducted by Louis Clark,P_295271
2525,11,In the Air Tonight,Jammy Jams,P_575188
2525,12,In the Air Tonight,Piano Dreamers,P_725742
2526,0,Enter Sandman,Metallica,P_6616
2526,1,Enter Sandman,The Mighty Mighty Bosstones,P_58937
2526,2,Enter Sandman,Die Krupps,P_114485
2526,3,Enter Sandman,Pat Boone,P_12877
2526,4,Enter Sandman,Fongus,P_26629
2526,5,Enter Sandman,Motörhead,P_6619
2526,6,Enter Sandman,The New Morty Show,P_82078
2526,7,Enter Sandman / Take a Chance on Me,The Black Sweden,P_75169
2526,8,Enter Sandman,Fred Coury,P_757841
2526,9,Enter Sandman,Легион,P_651868
2526,10,Enter Sandman,Apocalyptica,P_10488
2526,11,Enter Sandman,The Angry String Orchestra,P_715852
2526,12,Enter Sandman,Michael Armstrong,P_490201
2527,0,Sunshine Superman,Donovan,P_6939
2527,1,Sunshine Superman,The Standells,P_8679
2527,2,Sunshine Superman,Mike Vickers,P_307473
2527,3,Sunshine Superman,Voices in Latin,P_399888
2527,4,Sunshine Superman,Shango [US1],P_311372
2527,5,Sunshine Superman,Mel Tormé,P_475723
2527,6,Sunshine Superman,Alice Donut,P_181534
2527,7,Sunshine Superman,Jewel,P_61448
2527,8,Sunshine Superman,Rickie Lee Jones,P_143186
2527,9,Sunshine Superman,Darrel Higham and The Enforcers,P_164872
2527,10,Sunshine Superman,Les McCann,P_161809
2527,11,Sunshine Superman,Willie Bobo,P_161825
2527,12,Sunshine Superman,Sounds Orchestral,P_764240
2528,0,Soul Man,Sam & Dave,P_10338
2528,1,Soul Man,Five by Five,P_468625
2528,2,Soul Man,Ricardo Ray Orchestra,P_190175
2528,3,Soul Girl,Jeanne & The Darlings,P_77638
2528,4,Soul Man,Don Bryant,P_81704
2528,5,Soul Man,Tom Jones,P_415909
2528,6,Soul Man,Sweet Charles,P_407694
2528,7,Soul Man,Blues Brothers,P_17565
2528,8,Soul Man,Philly Cream,P_404786
2528,9,Soul Man,Sam Moore & Lou Reed,P_31548
2528,10,Soul Man,Ramsey Lewis,P_72632
2528,11,Soul Man,John Patton,P_17567
2528,12,Soul Man,Barry Goldberg,P_501807
2529,0,The Beat Goes On,Sonny & Chér,P_12968
2529,1,The Beat Goes On,The Buddy Rich Big Band,P_30493
2529,2,The Beat Goes On,Kim Weston,P_153936
2529,3,The Beat Goes On,Kai Warner Singers,P_416615
2529,4,The Beat Goes On,Vanilla Fudge,P_221641
2529,5,The Beat Goes On,Anita Kerr and the Anita Kerr Singers,P_533841
2529,6,The Beat Goes On,Transmitters,P_390685
2529,7,The Beat Goes On,Globos,P_446415
2529,8,The Beat Goes On,Strange Cruise,P_225775
2529,9,Beat Goes On,The All Seeing I,P_216658
2529,10,The Beat Goes On,Gabor Szabo,P_251088
2529,11,The Beat Goes On,The Matadors [DK],P_421027
2529,12,The Beat Goes On,Booker T. & The M.G.'s,P_17498
2530,0,Voodoo Child (Slight Return),The Jimi Hendrix Experience,P_17866
2530,1,Voodoo Chile,Top of the Pops,P_310271
2530,2,Voodoo Chile,Divididos,P_653679
2530,3,Voodoo Chile,Jesus Jones,P_57889
2530,4,Voodoo Chile,Wicked Lady,P_365591
2530,5,Voodoo Child (Slight Return),Melvin Taylor & The Slack Band,P_34445
2530,6,Voodoo Child (Slight Return),The Hamsters,P_17869
2530,7,Voodoo Chile,The King,P_6359
2530,8,Voodoo Child (Slight Return),Angélique Kidjo,P_4145
2530,9,Voodoo Child,Out of Phase,P_468812
2530,10,Voodoo Chile,Phil Upchurch,P_159367
2530,11,Voodoo Child,Red Hot Chilli Pipers,P_298749
2530,12,Voodoo Child,Hiram Bullock with Billy Cobham,P_460916
2531,0,Baby Mine,Voctave,P_565840
2532,0,Don't Go to Strangers,Paul Weller,P_248944
2533,0,After Hours,Ace Harris and Orchestra,P_371282
2534,0,I'm Gonna Make You Love Me,Dee Dee Warwick,P_21352
2534,1,I'm Gonna Make You Love Me,Jerry Butler,P_262564
2534,2,I'm Gonna Make You Love Me,Aesops Fables,P_375198
2534,3,I'm Gonna Make You Love Me,Diana Ross and The Supremes & The Temptations,P_45494
2534,4,I'm Gonna Make You Love Me,Jay & The Techniques,P_444247
2534,5,I'm Gonna Make You Love Me,The Lettermen,P_61358
2534,6,I'm Gonna Make You Love Me,Bill Deal & The Rhondels,P_98429
2534,7,I'm Gonna Make You Love Me,B.J. Thomas,P_115475
2534,8,I'm Gonna Make You Love Me,Stevie Wonder & Diana Ross,P_329150
2534,9,I'm Gonna Make You Love Me,The Keith Mansfield Orchestra and Chorus,P_633635
2534,10,I'm Gonna Make You Love Me,Electronic Concept Orchestra,P_691459
2534,11,I'm Gonna Make You Love Me,Reuben Wilson,P_551673
2534,12,I'm Gonna Make You Love Me,Roy Meriwether,P_490862
2535,0,Oh Red,Count Basie & His Rhythm,P_292916
2536,0,Dust in the Wind,Kansas,P_4726
2536,1,Dust in the Wind,Peter Hofmann,P_180386
2536,2,Dust in the Wind,Marija i Ljuba,P_580408
2536,3,Dust in the Wind,University of Rochester Yellowjackets,P_620918
2536,4,Dust in the Wind,Sarah Brightman,P_4727
2536,5,Dust in the Wind,Eric Benét,P_732898
2536,6,Dust in the Wind,Scorpions,P_14871
2536,7,Dust in the Wind,Emmerson Nogueira,P_34522
2536,8,Dust in the Wind,Dana Winner,P_6869
2536,9,Dust in the Wind,Melanie,P_291936
2536,10,Dust in the Wind,Sally Harmon,P_788651
2536,11,Dust in the Wind,Pedro Javier González,P_724906
2536,12,Dust in the Wind,Bernie Williams,P_182916
2537,0,Comfortably Numb,Pink Floyd,P_14485
2537,1,Comfortably Numb,Thelma Houston,P_16846
2537,2,Comfortably Numb,Eternity X,P_26130
2537,3,Comfortably Numb,Luther Wright & The Wrongs,P_16854
2537,4,Comfortably Numb,Graham Parker,P_16849
2537,5,Comfortably Numb,Scissor Sisters,P_14486
2537,6,Comfortably Numb,Dar Williams,P_43515
2537,7,Comfortably Numb,"Dream Theater, featuring Queensrÿche",P_210895
2537,8,Comfortably Numb,Staind,P_175751
2537,9,Comfortably Numb,Gregorian,P_163141
2537,10,Comfortably Numb,Vitamin String Quartet,P_39653
2537,11,Comfortably Numb,David Ari Leon,P_461692
2537,12,Comfortably Numb,Piano Tribute Players,P_690449
2538,0,You've Made Me So Very Happy,Brenda Holloway,P_6216
2538,1,You've Made Me So Very Happy,"Blood, Sweat & Tears",P_6217
2538,2,You've Made Me So Very Happy,Edwin Starr & Blinky,P_315820
2538,3,You've Made Me So Very Happy,Chris Clark,P_51144
2538,4,You Made Me So Very Happy,The Whispers,P_454283
2538,5,You've Made Me So Very Happy,Smokey Robinson & The Miracles,P_131220
2538,6,You've Made Me So Very Happy,Ray Conniff and The Singers,P_566107
2538,7,You've Made Me So Very Happy,Hearts of Stone,P_252688
2538,8,You've Made Me Happy,Alton Ellis,P_59082
2538,9,You've Made Me So Very Happy,Matt Monro,P_485573
2538,10,You've Made Me So Very Happy,Pete Moore Orchestra,P_445881
2538,11,You've Made Me So Very Happy,Ramsey Lewis,P_485566
2538,12,You've Made Me So Very Happy,Benny Goodman and His Orchestra,P_358571
2539,0,Daydream Believer,The Monkees,P_10237
2539,1,Daydream Believer,Classics IV,P_104733
2539,2,Daydream Believer,Four Tops,P_189928
2539,3,Daydream Believer,John Stewart,P_177097
2539,4,Daydream Believer,Lobo [US],P_106062
2539,5,Daydream Believer,Pat McGlynn's Scotties,P_773525
2539,6,Daydream Believer,Anne Murray,P_44607
2539,7,Daydream Believer,Whistle Bait,P_308838
2539,8,Daydream Believer,Boyzone,P_78937
2539,9,Daydream Believer,Robson & Jerome,P_59778
2539,10,Daydream Believer,Santo & Johnny,P_522819
2539,11,Daydream Believer,Lord Sitar,P_10242
2539,12,Daydream Believer,Lorne Lofsky,P_173956
2540,0,Just a Little Bit,Rosco Gordon,P_604562
2541,0,Haunted Heart,Renée Fleming with Fred Hersch and Bill Frisell,P_199067
2542,0,I Love How You Love Me,The Paris Sisters,P_32552
2542,1,I Love How You Love Me,Barry Mann,P_20097
2542,2,I Love How You Love Me,Billy Fury,P_93494
2542,3,I Love How You Love Me,Nino Tempo & April Stevens,P_492013
2542,4,I Love How You Love Me,Paul & Barry Ryan,P_492026
2542,5,I Love How You Love Me,Les Sauterelles,P_40955
2542,6,I Love How You Love Me,Patty Duke,P_423194
2542,7,I Love How You Love Me,Peaches & Herb,P_369981
2542,8,I Love How You Love Me,Ray Conniff and The Singers,P_250827
2542,9,I Love How You Love Me,Bobby Vinton,P_32553
2542,10,I Love How You Love Me,Chet Atkins,P_63796
2542,11,I Love How You Love Me,Al Hirt,P_417124
2542,12,I Love How You Love Me,Peter Nero,P_442557
2543,0,Do You Want to Know a Secret,Billy J. Kramer with The Dakotas,P_3553
2543,1,Do You Want to Know a Secret,Sonny Curtis,P_38738
2543,2,Do You Want to Know a Secret,The Ray Charles Singers,P_406921
2543,3,Do You Want to Know a Secret?,Keely Smith,P_53966
2543,4,Do You Want to Know a Secret,Mary Wells,P_38784
2543,5,Do You Want to Know a Secret,Fairground Attraction,P_3558
2543,6,Do You Want to Know a Secret,Sharon Clark,P_3557
2543,7,Do You Want to Know a Secret,Barbara Casini Quartet,P_3555
2543,8,Do You Want to Know a Secret,Peter Lipa,P_10799
2543,9,Do You Want to Know a Secret,"""1964"" The Tribute",P_207709
2543,10,Do You Want to Know a Secret,Santo & Johnny,P_38708
2543,11,Do You Want to Know a Secret,Count Basie and His Orchestra,P_3554
2543,12,Do You Want to Know a Secret,The London Starlight Orchestra,P_622157
2544,0,A Pretty Girl Is Like a Melody,Sonny Lester & His Orchestra,P_590114
2545,0,Eye of the Tiger,Survivor,P_23165
2545,1,Eye of the Tiger,Nighthawk,P_176876
2545,2,Eye of the Tiger,Big Daddy,P_399006
2545,3,The Eye of the Tiger,Gloria Gaynor,P_51237
2545,4,Eye of the Tiger,The Brown Derbies,P_503398
2545,5,Eye of the Tiger,Frank Bruno,P_713364
2545,6,Eye of the Tiger,At Vance,P_301071
2545,7,Eye of the Tiger,Paul Anka,P_32039
2545,8,Eye of the Tiger,Global Kryner,P_369036
2545,9,Eye of the Tiger,Judith Owen,P_157280
2545,10,Eye of the Tiger,The Paul Cacia Jazz Orchestra,P_422447
2545,11,Eye of the Tiger,Koto,P_219066
2545,12,Eye of the Tiger,The Shadows,P_481340
2546,0,I Have a Dream,ABBA,P_3995
2546,1,I Have a Dream,Sharifah Aini,P_641400
2546,2,I Have a Dream,Cristy Lane,P_250642
2546,3,I Have a Dream,Nana Mouskouri,P_75397
2546,4,I Have a Dream,Daniel O'Donnell,P_127142
2546,5,I Have a Dream,Westlife,P_3996
2546,6,I Have a Dream,H-Hustler,P_721700
2546,7,I Have a Dream,Al Martino,P_204626
2546,8,I Have a Dream,Riff Raff,P_449243
2546,9,I Have a Dream,Connie Talbot,P_757748
2546,10,I Have a Dream,Ingmar Nordströms,P_547651
2546,11,I Have a Dream,Richard Clayderman,P_386447
2546,12,I Have a Dream,Simons,P_568314
2547,0,Come as You Are,Nirvana [US],P_6403
2547,1,Come as You Are,Hayze,P_361604
2547,2,Come as You Are,Laura Love,P_157962
2547,3,Come as You Are,The King,P_6404
2547,4,Come as You Are,Mambo Kurt,P_89123
2547,5,Come as You Are,Vibrators,P_54089
2547,6,Come as You Are,Dani Siciliano,P_567866
2547,7,Come as You Are,Caetano Veloso,P_19365
2547,8,Come as You Are,Damills,P_322714
